symbol,rank,name,sector,industry,pid,exg
MLM,4,Martin Marietta Materials Inc.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),0,N
DTSI,3,DTS Inc.,Miscellaneous,Multi-Sector Companies,0,O
IBCA,0,Intervest Bancshares Corp.,Finance,Major Banks,0,O
AQXP,3,Aquinox Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
CHDN,3,Churchill Downs Incorporated,Consumer Services,Services-Misc. Amusement & Recreation,0,O
MPG,0,Metaldyne Performance Group Inc.,n/a,n/a,0,N
MPB,0,Mid Penn Bancorp,Finance,Major Banks,0,O
MPC,3,Marathon Petroleum Corporation,Energy,Integrated oil Companies,0,N
MPA,0,Blackrock MuniYield Pennsylvania Quality Fund,n/a,n/a,0,N
AVT,3,Avnet Inc.,Consumer Non-Durables,Electronic Components,4,N
MPO,2,Midstates Petroleum Company Inc.,Energy,Oil & Gas Production,0,N
AVV,-1,Aviva plc,Finance,Life Insurance,0,N
AVP,4,Avon Products Inc.,Consumer Non-Durables,Package Goods/Cosmetics,0,N
MPV,0,Babson Capital Participation Investors,n/a,n/a,0,N
WOOF,3,VCA Inc. ,Consumer Non-Durables,Farming/Seeds/Milling,0,O
WOOD,0,iShares S&P Global Timber &Forestry Index Fund,n/a,n/a,0,O
AVH,5,Avianca Holdings S.A.,Transportation,Air Freight/Delivery Services,0,N
AVK,0,Advent Claymore Convertible Securities and Income Fund,n/a,n/a,0,N
AVD,3,American Vanguard Corporation,Basic Industries,Agricultural Chemicals,0,N
AVG,3,AVG Technologies N.V.,Technology,Computer Software: Prepackaged Software,0,N
PSIX,4,Power Solutions International Inc.,Energy,Industrial Machinery/Components,0,O
AVA,4,Avista Corporation,Public Utilities,Power Generation,0,N
AVB,3,AvalonBay Communities Inc.,Consumer Services,Real Estate Investment Trusts,0,N
AXTI,2,AXT Inc,Technology,Semiconductors,0,O
AXTA,3,Axalta Coating Systems Ltd.,Basic Industries,Paints/Coatings,0,N
CEQP,3,Crestwood Equity Partners LP,Consumer Services,Other Consumer Services,0,N
ADHD,2,Alcobra Ltd.,Health Care,Major Pharmaceuticals,0,O
GGAC,-1,Garnero Group Acquisition Company,Finance,Business Services,0,O
ISIS,3,Isis Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
GGAL,1,Grupo Financiero Galicia S.A.,Finance,Commercial Banks,0,O
EMIF,0,iShares S&P Emerging Markets Infrastructure Index Fund,n/a,n/a,0,O
ISIG,0,Insignia Systems Inc.,Consumer Services,Advertising,0,O
HBCP,3,Home Bancorp Inc.,Finance,Banks,0,O
KANG,0,iKang Healthcare Group Inc.,Health Care,Medical/Nursing Services,0,O
ISIL,3,Intersil Corporation,Technology,Semiconductors,0,O
DGAS,3,Delta Natural Gas Company Inc.,Public Utilities,Oil & Gas Production,0,O
GLRE,4,Greenlight Reinsurance Ltd.,Finance,Property-Casualty Insurers,0,O
SLAB,4,Silicon Laboratories Inc.,Technology,Semiconductors,0,O
INOD,2,Innodata Inc.,Technology,EDP Services,0,O
FXCB,3,Fox Chase Bancorp Inc.,Finance,Savings Institutions,0,O
WHX,3,Whiting USA Trust I,Energy,Oil & Gas Production,0,N
PTIE,3,Pain Therapeutics,Health Care,Major Pharmaceuticals,0,O
WAYN,0,Wayne Savings Bancshares Inc.,Finance,Savings Institutions,0,O
REGI,2,Renewable Energy Group Inc.,Basic Industries,Major Chemicals,0,O
HLT,2,Hilton Worldwide Holdings Inc.,Consumer Services,Hotels/Resorts,0,N
LALT,0,PowerShares Multi-Strategy Alternative Portfolio,n/a,n/a,0,O
E,5,ENI S.p.A.,Energy,Oil & Gas Production,0,N
MLHR,4,Herman Miller Inc.,Consumer Durables,Office Equipment/Supplies/Services,0,O
GOGO,3,Gogo Inc.,Consumer Services,Telecommunications Equipment,0,O
EVTC,3,Evertec Inc.,Technology,EDP Services,0,N
YGE,4,Yingli Green Energy Holding Company Limited,Technology,Semiconductors,0,N
IPXL,1,Impax Laboratories Inc.,Health Care,Major Pharmaceuticals,0,O
PFBC,3,Preferred Bank,n/a,n/a,0,O
IILG,3,Interval Leisure Group Inc.,Finance,Real Estate,0,O
MBLY,3,Mobileye N.V.,Technology,Computer Software: Prepackaged Software,0,N
MBLX,3,Metabolix Inc.,Basic Industries,Containers/Packaging,0,O
RRTS,3,Roadrunner Transportation Systems Inc,Transportation,Oil Refining/Marketing,0,N
PFBX,3,Peoples Financial Corporation,Finance,Major Banks,0,O
PBFX,2,PBF Logistics LP,Energy,Natural Gas Distribution,0,N
SRSC,0,Sears Canada Inc. ,Consumer Services,Department/Specialty Retail Stores,0,O
ARTNA,3,Artesian Resources Corporation,Public Utilities,Water Supply,0,O
CCOI,2,Cogent Communications Holdings Inc.,Technology,Computer Software: Prepackaged Software,0,O
VAL,3,Valspar Corporation (The),Basic Industries,Paints/Coatings,0,N
VAC,2,Marriot Vacations Worldwide Corporation,Finance,Real Estate,0,N
SKLNW,-1,Skyline Medical Inc.,n/a,n/a,0,O
VAR,4,Varian Medical Systems Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,N
EDF,-1,Stone Harbor Emerging Markets Income Fund,n/a,n/a,0,N
RLH,0,Red Lion Hotels Corporation,Consumer Services,Hotels/Resorts,0,N
PSTR,0,PostRock Energy Corporation,Energy,Oil & Gas Production,0,O
TAPR,0,Barclays Inverse US Treasury Composite ETN,Finance,Commercial Banks,0,O
SBFG,0,SB Financial Group Inc.,Finance,Major Banks,0,O
EDE,2,Empire District Electric Company (The),Public Utilities,Electric Utilities: Central,0,N
PSTB,3,Park Sterling Corporation,Finance,Major Banks,0,O
HBOS,2,Heritage Financial Group,Finance,Savings Institutions,0,O
PSTI,2,Pluristem Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
LRCX,2,Lam Research Corporation,Technology,Industrial Machinery/Components,4,O
LMT,3,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical,6,N
MPET,3,Magellan Petroleum Corporation,Energy,Oil & Gas Production,0,O
WNRL,3,Western Refining Logistics LP,Energy,Natural Gas Distribution,0,N
HMTV,0,Hemisphere Media Group Inc.,Consumer Services,Television Services,0,O
VCEL,3,Vericel Corporation,n/a,n/a,0,O
GALTU,-1,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,0,O
GALTW,-1,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,0,O
SGRP,0,SPAR Group Inc.,Miscellaneous,Business Services,0,O
SFUN,3,SouFun Holdings Limited,Technology,EDP Services,0,N
UVV,0,Universal Corporation,Consumer Services,Farming/Seeds/Milling,0,N
SNBC,3,Sun Bancorp Inc.,Finance,Commercial Banks,0,O
FNGN,3,Financial Engines Inc.,Finance,Investment Managers,0,O
PCLN,4,The Priceline Group Inc. ,Miscellaneous,Business Services,4,O
BRFS,3,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish,0,N
NWLI,0,National Western Life Insurance Company,Finance,Life Insurance,0,O
UVE,1,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers,0,N
LITB,4,LightInTheBox Holding Co. Ltd.,Consumer Services,Catalog/Specialty Distribution,2,N
DIOD,3,Diodes Incorporated,Technology,Semiconductors,0,O
VALE/P,-1,VALE S.A.,n/a,n/a,0,N
PNQI,3,PowerShares NASDAQ Internet Portfolio,n/a,n/a,0,O
MD,2,Mednax Inc,Health Care,Hospital/Nursing Management,4,N
MG,2,Mistras Group Inc,Consumer Services,Military/Government/Technical,0,N
RWC,0,RELM Wireless Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,0,A
MA,3,Mastercard Incorporated,Miscellaneous,Business Services,6,N
ALOG,1,Analogic Corporation,Capital Goods,Electrical Products,0,O
MC,2,Moelis & Company,Finance,Investment Managers,0,N
MM,3,Millennial Media Inc.,Technology,Advertising,0,N
MO,3,Altria Group,Consumer Non-Durables,Farming/Seeds/Milling,0,N
MN,5,Manning & Napier Inc.,Finance,Investment Managers,0,N
BLOX,3,Infoblox Inc.,Technology,EDP Services,0,N
MU,3,Micron Technology Inc.,Technology,Semiconductors,0,O
MT,3,ArcelorMittal,Basic Industries,Steel/Iron Ore,0,N
MW,4,Men&#39;s Wearhouse Inc. (The),Consumer Services,Clothing/Shoe/Accessory Stores,0,N
RDEN,3,Elizabeth Arden Inc.,Consumer Non-Durables,Package Goods/Cosmetics,0,O
RWT,1,Redwood Trust Inc.,Consumer Services,Real Estate Investment Trusts,0,N
ALOT,0,Astro-Med Inc.,Technology,Computer peripheral equipment,0,O
MR,3,Mindray Medical International Limited,Health Care,Medical/Dental Instruments,0,N
PLMT,0,Palmetto Bancshares Inc. (SC),Finance,Major Banks,0,O
MY,0,China Ming Yang Wind Power Group Limited,Energy,Industrial Machinery/Components,0,N
MX,0,MagnaChip Semiconductor Corporation,Technology,Semiconductors,0,N
HWBK,0,Hawthorn Bancshares Inc.,Finance,Major Banks,0,O
DOM,0,Dominion Resources Black Warrior Trust,Energy,Coal Mining,0,N
DOC,4,Physicians Realty Trust,Consumer Services,Real Estate Investment Trusts,0,N
COSI,0,Cosi Inc.,Consumer Services,Restaurants,0,O
DOX,3,Amdocs Limited,Technology,EDP Services,0,O
COST,3,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,4,O
DOV,3,Dover Corporation,Technology,Industrial Machinery/Components,0,N
LDRH,0,LDR Holding Corporation,Health Care,Medical/Dental Instruments,0,O
SWIR,3,Sierra Wireless Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,0,O
POWR,2,PowerSecure International Inc,Miscellaneous,Business Services,0,N
MSON,0,MISONIX Inc.,Capital Goods,Medical Specialities,0,O
POWL,3,Powell Industries Inc.,Consumer Durables,Electrical Products,0,O
GIFI,0,Gulf Island Fabrication Inc.,Capital Goods,Metal Fabrications,0,O
SUSQ,3,Susquehanna Bancshares Inc.,Finance,Major Banks,0,O
VPFG,-1,ViewPoint Financial Group Inc.,Finance,Savings Institutions,0,O
PUK,4,Prudential Public Limited Company,Finance,Life Insurance,0,N
INUV,3,Inuvo Inc,Consumer Services,Advertising,0,A
THGA,-1,The Hanover Insurance Group Inc.,Finance,Property-Casualty Insurers,0,N
EQY,3,Equity One Inc.,Consumer Services,Real Estate Investment Trusts,0,N
CIEN,3,Ciena Corporation,Public Utilities,Telecommunications Equipment,0,N
LTRPA,3,Liberty TripAdvisor Holdings Inc.,Technology,EDP Services,0,O
ITCI,3,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals,0,O
KNL,3,Knoll Inc.,Consumer Durables,Office Equipment/Supplies/Services,0,N
BAX,4,Baxter International Inc.,Health Care,Medical/Dental Instruments,0,N
BAF,-1,BlackRock Income Investment Quality Trust,n/a,n/a,0,N
DPO,-1,Dow 30 Premium,n/a,n/a,0,N
BAC,4,Bank of America Corporation,Finance,Major Banks,2,N
TRLA,3,Trulia Inc.,Technology,EDP Services,0,N
RNDY,4,Roundy&#39;s Inc.,Consumer Services,Food Chains,0,N
BAM,2,Brookfield Asset Management Inc,Consumer Services,Building operators,0,N
DPM,3,DCP Midstream Partners LP,Public Utilities,Natural Gas Distribution,0,N
BAH,1,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services,0,N
QLTY,4,Quality Distribution Inc.,Transportation,Trucking Freight/Courier Services,0,O
SBRAP,-1,Sabra Healthcare REIT Inc.,Consumer Services,Real Estate Investment Trusts,0,O
QLTI,3,QLT Inc.,Health Care,Major Pharmaceuticals,0,O
EQS,0,Equus Total Return Inc.,n/a,n/a,0,N
STE,3,STERIS Corporation,Health Care,Industrial Specialties,0,N
RXII,3,RXI Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,0,O
NEOG,4,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
STB,4,Student Transportation Inc,Transportation,Other Transportation,0,O
STC,3,Stewart Information Services Corporation,Finance,Specialty Insurers,0,N
STL,3,Sterling Bancorp,Finance,Major Banks,0,N
STM,1,STMicroelectronics N.V.,Technology,Semiconductors,0,N
STN,1,Stantec Inc,Consumer Services,Military/Government/Technical,0,N
STO,5,Statoil ASA,Energy,Integrated oil Companies,0,N
NEON,3,Neonode Inc.,Capital Goods,Industrial Machinery/Components,0,O
STI,3,SunTrust Banks Inc.,Finance,Major Banks,0,N
STJ,3,St. Jude Medical Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,N
STK,-1,Columbia Seligman Premium Technology Growth Fund Inc,n/a,n/a,0,N
STT,3,State Street Corporation,Finance,Major Banks,0,N
HTLD,2,Heartland Express Inc.,Transportation,Trucking Freight/Courier Services,0,O
FDUS,3,Fidus Investment Corporation,n/a,n/a,0,O
NEOT,0,Neothetics Inc.,n/a,n/a,0,O
STS,0,Supreme Industries Inc.,Capital Goods,Construction/Ag Equipment/Trucks,0,A
STX,3,Seagate Technology.,Technology,Electronic Components,0,O
STZ,2,Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),0,N
TFM,3,The Fresh Market Inc.,Consumer Services,Food Chains,0,O
NCZ,-1,AllianzGI Convertible & Income Fund II,n/a,n/a,0,N
AGCO,3,AGCO Corporation,Capital Goods,Industrial Machinery/Components,0,N
NCQ,3,NovaCopper Inc.,Basic Industries,Precious Metals,0,A
TFG,-1,Goldman Sachs Group Inc. (The),Finance,Finance: Consumer Services,0,N
NCS,3,NCI Building Systems Inc.,Capital Goods,Metal Fabrications,0,N
NCT,5,Newcastle Investment Corporation,Consumer Services,Real Estate Investment Trusts,0,N
NCV,0,AllianzGI Convertible & Income Fund,n/a,n/a,0,N
NCI,3,Navigant Consulting Inc.,Consumer Services,Professional Services,0,N
TFX,3,Teleflex Incorporated,Health Care,Medical/Dental Instruments,0,N
NCA,0,Nuveen California Municipal Value Fund Inc.,n/a,n/a,0,N
NCB,-1,Nuveen California Municipal Value Fund 2,n/a,n/a,0,A
FNV,3,Franco-Nevada Corporation,Basic Industries,Precious Metals,0,N
IFMI,0,Institutional Financial Markets Inc.,Finance,Investment Bankers/Brokers/Service,0,A
LIN,-1,LIN Media LLC,Consumer Services,Broadcasting,0,N
LII,3,Lennox International Inc.,Capital Goods,Industrial Machinery/Components,0,N
FNF,3,Fidelity National Financial Inc.,Finance,Specialty Insurers,0,N
IGOV,0,iShares S&P/Citigroup International Treasury Bond Fund,n/a,n/a,0,O
FNB,3,F.N.B. Corporation,Finance,Major Banks,0,N
PDEX,0,Pro-Dex Inc.,Health Care,Medical/Dental Instruments,0,O
ACG,0,ALLIANCEBERNSTEIN INCOME FUND INC,n/a,n/a,0,N
CLVS,3,Clovis Oncology Inc.,Health Care,Major Pharmaceuticals,0,O
DLHC,0,DLH Holdings Corp.,Technology,Professional Services,0,O
RGEN,4,Repligen Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
QGEN,3,Qiagen N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
ACH,0,Aluminum Corporation of China Limited,Basic Industries,Aluminum,0,N
MFSF,3,MutualFirst Financial Inc.,Finance,Major Banks,0,O
GCTS,-1,GCT Semiconductor Inc.,n/a,n/a,0,O
BASI,0,Bioanalytical Systems Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0,O
RTGN,0,Ruthigen Inc.,Health Care,Major Pharmaceuticals,0,O
KAI,1,Kadant Inc,Technology,Industrial Machinery/Components,0,N
FITBI,-1,Fifth Third Bancorp,Finance,Major Banks,0,O
RHT,3,Red Hat Inc.,Technology,Computer Software: Programming Data Processing,0,N
RHI,3,Robert Half International Inc.,Technology,Professional Services,4,N
KAR,3,KAR Auction Services Inc,Consumer Durables,Automotive Aftermarket,0,N
KAP,-1,KCAP Financial Inc.,n/a,n/a,0,N
ABEV,3,Ambev S.A.,Consumer Non-Durables,Beverages (Production/Distribution),0,N
WF,3,Woori Bank,Finance,Commercial Banks,0,N
FCFS,3,First Cash Financial Services Inc.,Consumer Services,Other Specialty Stores,0,O
BMRN,3,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,0,O
COLB,3,Columbia Banking System Inc.,Finance,Major Banks,0,O
ACY,5,AeroCentury Corp.,Technology,Diversified Commercial Services,0,A
BMRC,3,Bank of Marin Bancorp,Finance,Major Banks,0,O
DMND,3,Diamond Foods Inc.,Consumer Non-Durables,Packaged Foods,0,O
JCTCF,0,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials,0,O
EVOK,3,Evoke Pharma Inc.,Health Care,Major Pharmaceuticals,0,O
EVOL,2,Evolving Systems Inc.,Technology,EDP Services,0,O
OXY,5,Occidental Petroleum Corporation,Energy,Oil & Gas Production,0,N
AEIS,3,Advanced Energy Industries Inc.,Capital Goods,Industrial Machinery/Components,0,O
OXM,4,Oxford Industries Inc.,Consumer Non-Durables,Apparel,0,N
OXF,0,Oxford Resource Partners LP,Energy,Coal Mining,0,N
CZZ,3,Cosan Limited,Consumer Non-Durables,Specialty Foods,0,N
YELP,4,Yelp Inc.,Consumer Services,Other Consumer Services,0,N
CZR,2,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts,0,O
HIG/WS,-1,Hartford Financial Services Group Inc. (The),n/a,n/a,0,N
RGP,3,Regency Energy Partners LP,Energy,Oil & Gas Production,0,N
ATE,0,Advantest Corporation (Kabushiki Kaisha Advantest) ADS,Technology,Semiconductors,0,N
CBST,2,Cubist Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
ATO,2,Atmos Energy Corporation,Public Utilities,Oil/Gas Transmission,4,N
ATL,3,Atlatsa Resources Corporation,Basic Industries,Precious Metals,0,A
ATK,4,Alliant Techsystems Inc.,Capital Goods,Military/Government/Technical,0,N
ATI,4,Allegheny Technologies Incorporated,Basic Industries,Steel/Iron Ore,0,N
ATV,0,Acorn International Inc.,Consumer Services,Other Specialty Stores,0,N
ATW,3,Atwood Oceanics Inc.,Energy,Oil & Gas Production,0,N
ATU,4,Actuant Corporation,Technology,Industrial Machinery/Components,0,N
ATR,2,AptarGroup Inc.,Consumer Non-Durables,Plastic Products,0,N
CBSH,3,Commerce Bancshares Inc.,Finance,Major Banks,0,O
MERC,2,Mercer International Inc.,Basic Industries,Paper,0,O
CVGW,3,Calavo Growers Inc.,Consumer Non-Durables,Farming/Seeds/Milling,0,O
AAME,0,Atlantic American Corporation,Finance,Life Insurance,0,O
ENOC,4,EnerNOC Inc.,Technology,Computer Software: Programming Data Processing,0,O
DAEG,0,Daegis Inc,Technology,Computer Software: Prepackaged Software,0,O
AAMC,0,Altisource Asset Management Corp,Finance,Real Estate,0,A
HTGC,3,Hercules Technology Growth Capital Inc.,n/a,n/a,0,N
TTEC,3,TeleTech Holdings Inc.,Technology,Professional Services,0,O
HTGY,-1,Hercules Technology Growth Capital Inc.,n/a,n/a,0,N
HTGX,-1,Hercules Technology Growth Capital Inc.,n/a,n/a,0,N
HTGZ,-1,Hercules Technology Growth Capital Inc.,n/a,n/a,0,N
TTEK,3,Tetra Tech Inc.,Consumer Services,Military/Government/Technical,0,O
LSCC,3,Lattice Semiconductor Corporation,Technology,Semiconductors,0,O
CARZ,3,First Trust NASDAQ Global Auto Index Fund,n/a,n/a,0,O
PNY,3,Piedmont Natural Gas Company Inc.,Public Utilities,Oil/Gas Transmission,0,N
PNX,3,Phoenix Companies Inc. (The),Finance,Life Insurance,0,N
CARV,0,Carver Bancorp Inc.,Finance,Savings Institutions,0,O
CART,0,Carolina Trust Bank,n/a,n/a,0,O
NERV,3,Minerva Neurosciences Inc,Health Care,Major Pharmaceuticals,0,O
CARO,0,Carolina Financial Corporation,Finance,Major Banks,0,O
CARB,2,Carbonite Inc.,Technology,EDP Services,0,O
CARA,3,Cara Therapeutics Inc.,Health Care,Major Pharmaceuticals,0,O
LBTYA,2,Liberty Global plc,Consumer Services,Television Services,0,O
LBTYB,0,Liberty Global plc,Consumer Services,Television Services,0,O
LBTYK,0,Liberty Global plc,Consumer Services,Television Services,0,O
EUFN,3,iShares MSCI Europe Financials Sector Index Fund,n/a,n/a,0,O
BOTJ,0,Bank of the James Financial Group Inc.,Finance,Major Banks,0,O
NANO,2,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components,0,O
HBAN,3,Huntington Bancshares Incorporated,Finance,Major Banks,0,O
BOTA,0,Biota Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
SJR,5,Shaw Communications Inc.,Consumer Services,Television Services,0,N
CGI,2,Celadon Group Inc.,Transportation,Trucking Freight/Courier Services,0,N
LMNX,2,Luminex Corporation,Health Care,Medical/Dental Instruments,0,O
LMNS,3,Lumenis Ltd.,Health Care,Medical Specialities,0,O
LMNR,4,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling,0,O
AZPN,3,Aspen Technology Inc.,Technology,EDP Services,4,O
VRNGW,-1,Vringo Inc.,Consumer Services,Telecommunications Equipment,0,O
SJI,3,South Jersey Industries Inc.,Public Utilities,Oil/Gas Transmission,0,N
GTLS,5,Chart Industries Inc.,Capital Goods,Metal Fabrications,0,O
ZAGG,2,ZAGG Inc,Consumer Services,Other Specialty Stores,0,O
ZSAN,-1,Zosano Pharma Corporation,n/a,n/a,0,O
SJM,3,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods,0,N
FPRX,1,Five Prime Therapeutics Inc.,Health Care,Major Pharmaceuticals,0,O
OHGI,0,One Horizon Group Inc.,Public Utilities,Telecommunications Equipment,0,O
XIN,0,Xinyuan Real Estate Co Ltd,Basic Industries,Homebuilding,0,N
XIV,0,VelocityShares Daily Inverse VIX Short Term ETN,Finance,Investment Bankers/Brokers/Service,0,O
PETS,3,PetMed Express Inc.,Health Care,Medical/Nursing Services,0,O
OVBC,0,Ohio Valley Banc Corp.,Finance,Major Banks,0,O
SPEX,0,Spherix Incorporated,Miscellaneous,Multi-Sector Companies,0,O
LNDC,3,Landec Corporation,Basic Industries,Major Chemicals,0,O
GWRU,-1,Genesee & Wyoming Inc.,Transportation,Railroads,0,N
CGIX,2,Cancer Genetics Inc.,Health Care,Medical Specialities,0,O
IIJI,3,Internet Initiative Japan Inc.,Technology,Computer Software: Programming Data Processing,0,O
GWRE,2,Guidewire Software Inc.,Technology,Computer Software: Prepackaged Software,0,N
WTBA,3,West Bancorporation,Finance,Major Banks,0,O
TFSC,-1,1347 Capital Corp.,Finance,Business Services,0,O
SDRL,3,Seadrill Limited,Energy,Oil & Gas Production,0,N
CCMP,3,Cabot Microelectronics Corporation,Technology,Semiconductors,0,O
