symbol,rank,name,sector,industry,pid
AVD,3,American Vanguard Corporation,Basic Industries,Agricultural Chemicals,0
AVG,3,AVG Technologies N.V.,Technology,Computer Software: Prepackaged Software,0
PSIX,4,Power Solutions International Inc.,Energy,Industrial Machinery/Components,0
AVA,4,Avista Corporation,Public Utilities,Power Generation,0
AVB,3,AvalonBay Communities Inc.,Consumer Services,Real Estate Investment Trusts,0
AXTI,2,AXT Inc,Technology,Semiconductors,0
AXTA,3,Axalta Coating Systems Ltd.,Basic Industries,Paints/Coatings,0
CEQP,3,Crestwood Equity Partners LP,Consumer Services,Other Consumer Services,0
ADHD,2,Alcobra Ltd.,Health Care,Major Pharmaceuticals,0
GGAC,-1,Garnero Group Acquisition Company,Finance,Business Services,0
ISIS,3,Isis Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
GGAL,1,Grupo Financiero Galicia S.A.,Finance,Commercial Banks,0
EMIF,0,iShares S&P Emerging Markets Infrastructure Index Fund,n/a,n/a,0
ISIG,0,Insignia Systems Inc.,Consumer Services,Advertising,0
HBCP,3,Home Bancorp Inc.,Finance,Banks,0
JDD,-1,Nuveen Diversified Dividend and Income Fund,n/a,n/a,0
ISIL,3,Intersil Corporation,Technology,Semiconductors,0
DGAS,3,Delta Natural Gas Company Inc.,Public Utilities,Oil & Gas Production,0
SLAB,4,Silicon Laboratories Inc.,Technology,Semiconductors,0
INOD,2,Innodata Inc.,Technology,EDP Services,0
DEI,3,Douglas Emmett Inc.,Consumer Services,Real Estate Investment Trusts,0
TAST,3,Carrols Restaurant Group Inc.,Consumer Services,Restaurants,0
PTIE,3,Pain Therapeutics,Health Care,Major Pharmaceuticals,0
WAYN,0,Wayne Savings Bancshares Inc.,Finance,Savings Institutions,0
REGI,2,Renewable Energy Group Inc.,Basic Industries,Major Chemicals,0
HLT,2,Hilton Worldwide Holdings Inc.,Consumer Services,Hotels/Resorts,0
PJC,3,Piper Jaffray Companies,Finance,Investment Bankers/Brokers/Service,0
LALT,0,PowerShares Multi-Strategy Alternative Portfolio,n/a,n/a,0
E,5,ENI S.p.A.,Energy,Oil & Gas Production,0
MLHR,4,Herman Miller Inc.,Consumer Durables,Office Equipment/Supplies/Services,0
GOGO,3,Gogo Inc.,Consumer Services,Telecommunications Equipment,0
EVTC,3,Evertec Inc.,Technology,EDP Services,0
YGE,4,Yingli Green Energy Holding Company Limited,Technology,Semiconductors,0
IPXL,1,Impax Laboratories Inc.,Health Care,Major Pharmaceuticals,0
PFBC,3,Preferred Bank,n/a,n/a,0
IILG,3,Interval Leisure Group Inc.,Finance,Real Estate,0
MBLY,3,Mobileye N.V.,Technology,Computer Software: Prepackaged Software,0
MBLX,3,Metabolix Inc.,Basic Industries,Containers/Packaging,0
PFBX,3,Peoples Financial Corporation,Finance,Major Banks,0
PBFX,2,PBF Logistics LP,Energy,Natural Gas Distribution,0
SRSC,0,Sears Canada Inc. ,Consumer Services,Department/Specialty Retail Stores,0
ARTNA,3,Artesian Resources Corporation,Public Utilities,Water Supply,0
CCOI,2,Cogent Communications Holdings Inc.,Technology,Computer Software: Prepackaged Software,0
VAL,3,Valspar Corporation (The),Basic Industries,Paints/Coatings,0
VAC,2,Marriot Vacations Worldwide Corporation,Finance,Real Estate,0
SKLNW,-1,Skyline Medical Inc.,n/a,n/a,0
VAR,4,Varian Medical Systems Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
RLI,3,RLI Corp.,Finance,Property-Casualty Insurers,0
NTAP,3,NetApp Inc.,Technology,Electronic Components,0
PSTR,0,PostRock Energy Corporation,Energy,Oil & Gas Production,0
TAPR,0,Barclays Inverse US Treasury Composite ETN,Finance,Commercial Banks,0
SBFG,0,SB Financial Group Inc.,Finance,Major Banks,0
ZBRA,2,Zebra Technologies Corporation,Technology,Industrial Machinery/Components,0
PSTB,3,Park Sterling Corporation,Finance,Major Banks,0
HBOS,2,Heritage Financial Group,Finance,Savings Institutions,0
PSTI,2,Pluristem Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
LRCX,2,Lam Research Corporation,Technology,Industrial Machinery/Components,0
EDN,0,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Public Utilities,Electric Utilities: Central,0
WNRL,3,Western Refining Logistics LP,Energy,Natural Gas Distribution,0
HMTV,0,Hemisphere Media Group Inc.,Consumer Services,Television Services,0
VCEL,3,Vericel Corporation,n/a,n/a,0
GALTU,-1,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,0
GALTW,-1,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,0
SGRP,0,SPAR Group Inc.,Miscellaneous,Business Services,0
SFUN,3,SouFun Holdings Limited,Technology,EDP Services,0
UVV,0,Universal Corporation,Consumer Services,Farming/Seeds/Milling,0
SNBC,3,Sun Bancorp Inc.,Finance,Commercial Banks,0
FNGN,3,Financial Engines Inc.,Finance,Investment Managers,0
PCLN,4,The Priceline Group Inc. ,Miscellaneous,Business Services,0
BRFS,3,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish,0
NWLI,0,National Western Life Insurance Company,Finance,Life Insurance,0
UVE,1,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers,0
LITB,4,LightInTheBox Holding Co. Ltd.,Consumer Services,Catalog/Specialty Distribution,2
DIOD,3,Diodes Incorporated,Technology,Semiconductors,0
VALE/P,-1,VALE S.A.,n/a,n/a,0
CFFI,0,C&F Financial Corporation,Finance,Major Banks,0
MD,2,Mednax Inc,Health Care,Hospital/Nursing Management,0
MG,2,Mistras Group Inc,Consumer Services,Military/Government/Technical,0
RWC,0,RELM Wireless Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,0
MA,3,Mastercard Incorporated,Miscellaneous,Business Services,2
ALOG,1,Analogic Corporation,Capital Goods,Electrical Products,0
MC,2,Moelis & Company,Finance,Investment Managers,0
MM,3,Millennial Media Inc.,Technology,Advertising,0
MO,3,Altria Group,Consumer Non-Durables,Farming/Seeds/Milling,0
MN,5,Manning & Napier Inc.,Finance,Investment Managers,0
BLOX,3,Infoblox Inc.,Technology,EDP Services,0
MU,3,Micron Technology Inc.,Technology,Semiconductors,0
MT,3,ArcelorMittal,Basic Industries,Steel/Iron Ore,0
MW,4,Men&#39;s Wearhouse Inc. (The),Consumer Services,Clothing/Shoe/Accessory Stores,0
RDEN,3,Elizabeth Arden Inc.,Consumer Non-Durables,Package Goods/Cosmetics,0
RWT,1,Redwood Trust Inc.,Consumer Services,Real Estate Investment Trusts,0
ALOT,0,Astro-Med Inc.,Technology,Computer peripheral equipment,0
MR,3,Mindray Medical International Limited,Health Care,Medical/Dental Instruments,0
PLMT,0,Palmetto Bancshares Inc. (SC),Finance,Major Banks,0
MY,0,China Ming Yang Wind Power Group Limited,Energy,Industrial Machinery/Components,0
MX,0,MagnaChip Semiconductor Corporation,Technology,Semiconductors,0
HWBK,0,Hawthorn Bancshares Inc.,Finance,Major Banks,0
DOM,0,Dominion Resources Black Warrior Trust,Energy,Coal Mining,0
DOC,4,Physicians Realty Trust,Consumer Services,Real Estate Investment Trusts,0
COSI,0,Cosi Inc.,Consumer Services,Restaurants,0
DOX,3,Amdocs Limited,Technology,EDP Services,0
COST,3,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,0
DOV,3,Dover Corporation,Technology,Industrial Machinery/Components,0
SNHY,3,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications,0
SWIR,3,Sierra Wireless Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,0
POWR,2,PowerSecure International Inc,Miscellaneous,Business Services,0
MSON,0,MISONIX Inc.,Capital Goods,Medical Specialities,0
POWL,3,Powell Industries Inc.,Consumer Durables,Electrical Products,0
GIFI,0,Gulf Island Fabrication Inc.,Capital Goods,Metal Fabrications,0
SUSQ,3,Susquehanna Bancshares Inc.,Finance,Major Banks,0
VPFG,-1,ViewPoint Financial Group Inc.,Finance,Savings Institutions,0
PUK,4,Prudential Public Limited Company,Finance,Life Insurance,0
INUV,3,Inuvo Inc,Consumer Services,Advertising,0
FCBC,2,First Community Bancshares Inc.,Finance,Major Banks,0
HSON,3,Hudson Global Inc.,Technology,Professional Services,0
LTRPB,0,Liberty TripAdvisor Holdings Inc.,Technology,EDP Services,0
LTRPA,3,Liberty TripAdvisor Holdings Inc.,Technology,EDP Services,0
ITCI,3,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals,0
HSOL,0,Hanwha SolarOne Co. Ltd.,Technology,Semiconductors,0
BAX,4,Baxter International Inc.,Health Care,Medical/Dental Instruments,0
BAF,-1,BlackRock Income Investment Quality Trust,n/a,n/a,0
COHR,3,Coherent Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0
BAC,4,Bank of America Corporation,Finance,Major Banks,2
TRLA,3,Trulia Inc.,Technology,EDP Services,0
RNDY,4,Roundy&#39;s Inc.,Consumer Services,Food Chains,0
BAM,2,Brookfield Asset Management Inc,Consumer Services,Building operators,0
DPM,3,DCP Midstream Partners LP,Public Utilities,Natural Gas Distribution,0
BAH,1,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services,0
QLTY,4,Quality Distribution Inc.,Transportation,Trucking Freight/Courier Services,0
SBRAP,-1,Sabra Healthcare REIT Inc.,Consumer Services,Real Estate Investment Trusts,0
QLTI,3,QLT Inc.,Health Care,Major Pharmaceuticals,0
EQS,0,Equus Total Return Inc.,n/a,n/a,0
STE,3,STERIS Corporation,Health Care,Industrial Specialties,0
RXII,3,RXI Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,0
NEOG,4,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
STB,4,Student Transportation Inc,Transportation,Other Transportation,0
STC,3,Stewart Information Services Corporation,Finance,Specialty Insurers,0
STL,3,Sterling Bancorp,Finance,Major Banks,0
STM,1,STMicroelectronics N.V.,Technology,Semiconductors,0
STN,1,Stantec Inc,Consumer Services,Military/Government/Technical,0
STO,5,Statoil ASA,Energy,Integrated oil Companies,0
NEON,3,Neonode Inc.,Capital Goods,Industrial Machinery/Components,0
STI,3,SunTrust Banks Inc.,Finance,Major Banks,0
STJ,3,St. Jude Medical Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
STK,-1,Columbia Seligman Premium Technology Growth Fund Inc,n/a,n/a,0
STT,3,State Street Corporation,Finance,Major Banks,0
HTLD,2,Heartland Express Inc.,Transportation,Trucking Freight/Courier Services,0
FDUS,3,Fidus Investment Corporation,n/a,n/a,0
NEOT,0,Neothetics Inc.,n/a,n/a,0
STS,0,Supreme Industries Inc.,Capital Goods,Construction/Ag Equipment/Trucks,0
STX,3,Seagate Technology.,Technology,Electronic Components,0
STZ,2,Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),0
TFM,3,The Fresh Market Inc.,Consumer Services,Food Chains,0
NCZ,-1,AllianzGI Convertible & Income Fund II,n/a,n/a,0
SEMI,3,SunEdison Semiconductor Limited,Technology,Semiconductors,0
NCQ,3,NovaCopper Inc.,Basic Industries,Precious Metals,0
TFG,-1,Goldman Sachs Group Inc. (The),Finance,Finance: Consumer Services,0
NCS,3,NCI Building Systems Inc.,Capital Goods,Metal Fabrications,0
NCT,5,Newcastle Investment Corporation,Consumer Services,Real Estate Investment Trusts,0
NCV,0,AllianzGI Convertible & Income Fund,n/a,n/a,0
NCI,3,Navigant Consulting Inc.,Consumer Services,Professional Services,0
TFX,3,Teleflex Incorporated,Health Care,Medical/Dental Instruments,0
NCA,0,Nuveen California Municipal Value Fund Inc.,n/a,n/a,0
NCB,-1,Nuveen California Municipal Value Fund 2,n/a,n/a,0
FNV,3,Franco-Nevada Corporation,Basic Industries,Precious Metals,0
IFMI,0,Institutional Financial Markets Inc.,Finance,Investment Bankers/Brokers/Service,0
LIN,-1,LIN Media LLC,Consumer Services,Broadcasting,0
LII,3,Lennox International Inc.,Capital Goods,Industrial Machinery/Components,0
FNF,3,Fidelity National Financial Inc.,Finance,Specialty Insurers,0
NEM,3,Newmont Mining Corporation,Basic Industries,Precious Metals,0
FNB,3,F.N.B. Corporation,Finance,Major Banks,0
PDEX,0,Pro-Dex Inc.,Health Care,Medical/Dental Instruments,0
ACG,0,ALLIANCEBERNSTEIN INCOME FUND INC,n/a,n/a,0
CLVS,3,Clovis Oncology Inc.,Health Care,Major Pharmaceuticals,0
DLHC,0,DLH Holdings Corp.,Technology,Professional Services,0
RGEN,4,Repligen Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
QGEN,3,Qiagen N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
ACH,0,Aluminum Corporation of China Limited,Basic Industries,Aluminum,0
MFSF,3,MutualFirst Financial Inc.,Finance,Major Banks,0
GCTS,-1,GCT Semiconductor Inc.,n/a,n/a,0
BASI,0,Bioanalytical Systems Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0
RTGN,0,Ruthigen Inc.,Health Care,Major Pharmaceuticals,0
KAI,1,Kadant Inc,Technology,Industrial Machinery/Components,0
FITBI,-1,Fifth Third Bancorp,Finance,Major Banks,0
RHT,3,Red Hat Inc.,Technology,Computer Software: Programming Data Processing,0
RHI,3,Robert Half International Inc.,Technology,Professional Services,0
KAR,3,KAR Auction Services Inc,Consumer Durables,Automotive Aftermarket,0
KAP,-1,KCAP Financial Inc.,n/a,n/a,0
ABEV,3,Ambev S.A.,Consumer Non-Durables,Beverages (Production/Distribution),0
WF,3,Woori Bank,Finance,Commercial Banks,0
FCFS,3,First Cash Financial Services Inc.,Consumer Services,Other Specialty Stores,0
BMRN,3,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,0
COLB,3,Columbia Banking System Inc.,Finance,Major Banks,0
HFC,3,HollyFrontier Corporation,Energy,Integrated oil Companies,0
BMRC,3,Bank of Marin Bancorp,Finance,Major Banks,0
DMND,3,Diamond Foods Inc.,Consumer Non-Durables,Packaged Foods,0
NES,3,Nuverra Environmental Solutions Inc.,Energy,Oilfield Services/Equipment,0
EVOK,3,Evoke Pharma Inc.,Health Care,Major Pharmaceuticals,0
EVOL,2,Evolving Systems Inc.,Technology,EDP Services,0
OXY,5,Occidental Petroleum Corporation,Energy,Oil & Gas Production,0
AEIS,3,Advanced Energy Industries Inc.,Capital Goods,Industrial Machinery/Components,0
OXM,4,Oxford Industries Inc.,Consumer Non-Durables,Apparel,0
OXF,0,Oxford Resource Partners LP,Energy,Coal Mining,0
CZZ,3,Cosan Limited,Consumer Non-Durables,Specialty Foods,0
YELP,4,Yelp Inc.,Consumer Services,Other Consumer Services,0
CZR,2,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts,0
HIG/WS,-1,Hartford Financial Services Group Inc. (The),n/a,n/a,0
EME,3,EMCOR Group Inc.,Capital Goods,Engineering & Construction,0
CVGI,3,Commercial Vehicle Group Inc.,Capital Goods,Auto Parts:O.E.M.,0
CBST,2,Cubist Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
ATO,2,Atmos Energy Corporation,Public Utilities,Oil/Gas Transmission,0
ATL,3,Atlatsa Resources Corporation,Basic Industries,Precious Metals,0
ATK,4,Alliant Techsystems Inc.,Capital Goods,Military/Government/Technical,0
ATI,4,Allegheny Technologies Incorporated,Basic Industries,Steel/Iron Ore,0
ATV,0,Acorn International Inc.,Consumer Services,Other Specialty Stores,0
ATW,3,Atwood Oceanics Inc.,Energy,Oil & Gas Production,0
ATU,4,Actuant Corporation,Technology,Industrial Machinery/Components,0
ATR,2,AptarGroup Inc.,Consumer Non-Durables,Plastic Products,0
CBSH,3,Commerce Bancshares Inc.,Finance,Major Banks,0
MERC,2,Mercer International Inc.,Basic Industries,Paper,0
CVGW,3,Calavo Growers Inc.,Consumer Non-Durables,Farming/Seeds/Milling,0
AAME,0,Atlantic American Corporation,Finance,Life Insurance,0
ENOC,4,EnerNOC Inc.,Technology,Computer Software: Programming Data Processing,0
DAEG,0,Daegis Inc,Technology,Computer Software: Prepackaged Software,0
AAMC,0,Altisource Asset Management Corp,Finance,Real Estate,0
HTGC,3,Hercules Technology Growth Capital Inc.,n/a,n/a,0
TTEC,3,TeleTech Holdings Inc.,Technology,Professional Services,0
HTGY,-1,Hercules Technology Growth Capital Inc.,n/a,n/a,0
HTGX,-1,Hercules Technology Growth Capital Inc.,n/a,n/a,0
HTGZ,-1,Hercules Technology Growth Capital Inc.,n/a,n/a,0
TTEK,3,Tetra Tech Inc.,Consumer Services,Military/Government/Technical,0
LSCC,3,Lattice Semiconductor Corporation,Technology,Semiconductors,0
CARZ,3,First Trust NASDAQ Global Auto Index Fund,n/a,n/a,0
PNY,3,Piedmont Natural Gas Company Inc.,Public Utilities,Oil/Gas Transmission,0
PNX,3,Phoenix Companies Inc. (The),Finance,Life Insurance,0
CARV,0,Carver Bancorp Inc.,Finance,Savings Institutions,0
CART,0,Carolina Trust Bank,n/a,n/a,0
NERV,3,Minerva Neurosciences Inc,Health Care,Major Pharmaceuticals,0
CARO,0,Carolina Financial Corporation,Finance,Major Banks,0
CARB,2,Carbonite Inc.,Technology,EDP Services,0
CARA,3,Cara Therapeutics Inc.,Health Care,Major Pharmaceuticals,0
LBTYA,2,Liberty Global plc,Consumer Services,Television Services,0
LBTYB,0,Liberty Global plc,Consumer Services,Television Services,0
LBTYK,0,Liberty Global plc,Consumer Services,Television Services,0
EUFN,3,iShares MSCI Europe Financials Sector Index Fund,n/a,n/a,0
BOTJ,0,Bank of the James Financial Group Inc.,Finance,Major Banks,0
NANO,2,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components,0
HBAN,3,Huntington Bancshares Incorporated,Finance,Major Banks,0
BOTA,0,Biota Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
GILD,4,Gilead Sciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2
LMNX,2,Luminex Corporation,Health Care,Medical/Dental Instruments,0
LMNS,3,Lumenis Ltd.,Health Care,Medical Specialities,0
LMNR,4,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling,0
AZPN,3,Aspen Technology Inc.,Technology,EDP Services,0
VRNGW,-1,Vringo Inc.,Consumer Services,Telecommunications Equipment,0
DHRM,0,Dehaier Medical Systems Limited,Health Care,Medical/Dental Instruments,0
GTLS,5,Chart Industries Inc.,Capital Goods,Metal Fabrications,0
ZAGG,2,ZAGG Inc,Consumer Services,Other Specialty Stores,0
ZSAN,-1,Zosano Pharma Corporation,n/a,n/a,0
MSEX,3,Middlesex Water Company,Public Utilities,Water Supply,0
TGLS,0,Tecnoglass Inc.,Consumer Durables,Electronic Components,0
OHGI,0,One Horizon Group Inc.,Public Utilities,Telecommunications Equipment,0
XIN,0,Xinyuan Real Estate Co Ltd,Basic Industries,Homebuilding,0
XIV,0,VelocityShares Daily Inverse VIX Short Term ETN,Finance,Investment Bankers/Brokers/Service,0
PETS,3,PetMed Express Inc.,Health Care,Medical/Nursing Services,0
OVBC,0,Ohio Valley Banc Corp.,Finance,Major Banks,0
SPEX,0,Spherix Incorporated,Miscellaneous,Multi-Sector Companies,0
LNDC,3,Landec Corporation,Basic Industries,Major Chemicals,0
GWRU,-1,Genesee & Wyoming Inc.,Transportation,Railroads,0
CGIX,2,Cancer Genetics Inc.,Health Care,Medical Specialities,0
IIJI,3,Internet Initiative Japan Inc.,Technology,Computer Software: Programming Data Processing,0
GWRE,2,Guidewire Software Inc.,Technology,Computer Software: Prepackaged Software,0
QADB,0,QAD Inc.,Technology,Computer Software: Prepackaged Software,0
WTBA,3,West Bancorporation,Finance,Major Banks,0
TFSC,-1,1347 Capital Corp.,Finance,Business Services,0
SDRL,3,Seadrill Limited,Energy,Oil & Gas Production,0
CCMP,3,Cabot Microelectronics Corporation,Technology,Semiconductors,0
VGM,0,Invesco Trust for Investment Grade Municipals,n/a,n/a,0
VGI,-1,Virtus Global Multi-Sector Income Fund,n/a,n/a,0
VGZ,3,Vista Gold Corporation,Basic Industries,Precious Metals,0
VGR,3,Vector Group Ltd.,Consumer Non-Durables,Farming/Seeds/Milling,0
AINV,3,Apollo Investment Corporation,n/a,n/a,0
FUND,0,Royce Focus Trust Inc.,n/a,n/a,0
MPEL,5,Melco Crown Entertainment Limited,Consumer Services,Hotels/Resorts,0
MKTX,2,MarketAxess Holdings Inc.,Finance,Investment Bankers/Brokers/Service,0
WWE,2,World Wrestling Entertainment Inc.,Consumer Services,Movies/Entertainment,0
WWD,3,Woodward Inc.,Energy,Industrial Machinery/Components,0
QADA,0,QAD Inc.,Technology,Computer Software: Prepackaged Software,0
AINC,0,Ashford Inc.,Consumer Services,Professional Services,0
MKTO,2,Marketo Inc.,Technology,Computer Software: Prepackaged Software,0
FSC,3,Fifth Street Finance Corp.,n/a,n/a,0
FSD,-1,First Trust High Income Long Short Fund,n/a,n/a,0
FSI,2,Flexible Solutions International Inc.,Basic Industries,Major Chemicals,0
FSL,3,Freescale Semiconductor Ltd.,Technology,Semiconductors,0
FSM,3,Fortuna Silver Mines Inc.,Basic Industries,Precious Metals,0
ASTE,4,Astec Industries Inc.,Capital Goods,Construction/Ag Equipment/Trucks,0
FSP,4,Franklin Street Properties Corp.,Consumer Services,Real Estate Investment Trusts,0
